serial_no,region,dealer_name,state,city,location,phone,district,status,latitude,longitude,wall_number,painting_type,wall_tenure_months,rented_or_free,rent_amount,execution_date,remarks,plan_sqft,actual_sqft,size,source_file,source_sheet
4,North,MAMVEER TRADERS,UP,Ghaziabad,,9927029216,Meerut,,,,S-31,,,,,,,3000,325,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
5,North,LALIT TRADERS,UP,Ghaziabad,,9917000672,Modinagar,,28.870402,77.54154,S-3,,,,,2025-05-29 00:00:00,,3000,833,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
6,North,TRIVENI STEELs,UP,Ghaziabad,,9811041672,,,,,S-24,,,,,,,3000,156,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
7,North,MOHAN STEELS,UP,Ghaziabad,,9810295380,,,,,S-21,,,,,,,3000,476,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
8,North,SHREE MAHAKAL STEELS,UP,Ghaziabad,,9810539685,Dadri,,28.551089,77.554934,S-7,,,,,,,3000,731,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
9,North,SK ISPAT,UP,Ghaziabad,,9999224685,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
10,North,RUBY ENGINNERING & STEEL TRADERS,UP,Ghaziabad,,9312572426,,,,,S-14,,,,,,,3000,1330,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
11,North,RAJDHANI STEEL,UP,Ghaziabad,,9897835177,Meerut,28.929057,77.727282,,S-39,,,,,2025-06-13 00:00:00,,3000,663,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
12,North,PURNIMA STEEL SYNDICATE,UP,Ghaziabad,,9811116457,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
13,North,BALAJI STEELS,UP,Ghaziabad,,9899171135,Loha Mandi,,28.646134,77.454119,S-10,,,,,,,3000,1232,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
14,North,GAJRAJ ENTERPRISES,UP,Ghaziabad,,98108003320,,,,,,,,,,,Need contact no,3000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
15,North,GANGOTRI STEEL SYNDICATE,UP,Ghaziabad,,9810021885,,,,,S-16,,,,,,,3000,1260,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
16,North,MARUTI STEELS,UP,Ghaziabad,,9899954427,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
17,North,ARSH ENTERPRISE,UP,Ghaziabad,,9259529737,Modinagar,,28.850472,77.565948,S/1,,,,,2025-05-26 00:00:00,,3000,3108,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
18,North,MITTAL TRADERS,UP,Ghaziabad,,8447677996,Shastri Nagar Meerut,,28.963566,77.725839,S-44,,,,,,Shelter Paint,3000,525,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
19,North,Delhi Steel,Up,Ghazibad,,9811025179,Loni,,28.74263,77.287638,S-51,,,,,2025-06-19 00:00:00,,3000,1020,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
20,North,Tanisk,UP,Ghazibad,,9810013804,,,,,S-30,,,,,,,3000,323,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
21,North,RR Iron Store,up,Ghazibad,,9212003330,Meerut Road,,,,S-24,,,,,,,3000,486,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
22,North,Shri Balagi,UP,Ghazibad,,9818151716,Meerut Road,,,,,,,,,,,5000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
23,North,SOR Steel,UP,Ghazibad,,9953580208,Ghazibad,,,,,,,,,,,3000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
,,S.No,,,,,,,,,,,,,,,,,,W,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,1,,,,,,,,,,,,,,,,,,55,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,2,,,,,,,,,,,,,,,,,,10,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,3,,,,,,,,,,,,,,,,,,45,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,4,,,,,,,,,,,,,,,,,,32,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
1,North,Shri Madan Lal Associates LLP,HR,Karnal,"Behind Volkwagen Showroom, G.T. Rd, 
Opp. Kamboohpura – Karnal",,,OK,29.628134,76.980958,BRANDHUT- 01/01,,,,,02.01.2026,,,780,,Bill No 321 (1).xlsx,Bill 321 - HR
2,North,"Shree Shyam Ji Building
 Material Store",HR,Karnal,"Nigdhu, Nilokheri – Karnal",,,OK,29.8369,76.732263,BRANDHUT- 02/01,Shutter,,,,01.01.2026,,,588,,Bill No 321 (1).xlsx,Bill 321 - HR
3,North,Bansal Building Material Store,HR,Karnal,"Sonkar Road, Tarawari - Karnal",,,OK,29.79618,76.916048,BRANDHUT- 03/01,,,,,01.01.2026,,,1905.5,,Bill No 321 (1).xlsx,Bill 321 - HR
4,SE,Delhi Steel & Cement,HR,Gurugram,"Jal Vihar Colony, Sector – 46 – Gurugram",,,OK,28.456085,76.990089,BRANDHUT- 04/01,,,,,13.01.2026,,,2124,,Bill No 321 (1).xlsx,Bill 321 - HR
5,SE,Akshay Udyog,HR,Gurugram,Daultabad Industrial Area – Gurugram,,,OK,28.493301,76.997916,BRANDHUT- 05/01,,,,,14.01.2026,,,28,,Bill No 321 (1).xlsx,Bill 321 - HR
6,SE,Shree Shyam Steel,HR,Gurugram,Hemilton Court Road – Gurugram,,,OK,28.467161,77.087144,BRANDHUT- 06/01,,,,,17.01.2026,,,90,,Bill No 321 (1).xlsx,Bill 321 - HR
7,SE,Om Traders,HR,Gurugram,"Maruti Kunj, Near DPS School, Bhondsi – Gurugram",,,OK,28.364808,77.074337,BRANDHUT- 07/01,,,,,15.01.2026,,,760,,Bill No 321 (1).xlsx,Bill 321 - HR
8,SE,S.R. Enterprises,HR,Gurugram,"Carteripur Marg, Palam Vihar Extension – Gurugram",,,OK,28.497902,77.054885,BRANDHUT- 08/01,,,,,17.01.2026,,,518,,Bill No 321 (1).xlsx,Bill 321 - HR
9,SE,Vinay Building Material Supplier,HR,Gurugram,"Gohana – Meham Rd, Lakhan Majra – Gurugram",,,OK,29.04816,76.483393,BRANDHUT- 09/01,,,,,18.01.2026,,,1200,,Bill No 321 (1).xlsx,Bill 321 - HR
10,North,Ganapati Steel,HR,Jind,"Ghanta Ghar, Old Grain Market – Jind",,,OK,29.31109,76.314705,BRANDHUT- 10/01,,,,,19.01.2026,,,460,,Bill No 321 (1).xlsx,Bill 321 - HR
11,NE,Shakti Steel Traders,HR,Sonipat,"Sant Nagar, Sector – 6, Huda – Sonipat",,,OK,29.411207,76.964429,BRANDHUT – 01/01,,,,,04.01.2026,,,1364,,Bill No 321 (1).xlsx,Bill 321 - HR
12,NE,Sohan Trading Company,HR,Sonipat,"Sector – 7, Gohana – Sonipat",,,OK,29.13202,76.698312,BRANDHUT – 02/01,,,,,05.01.2026,,,1620,,Bill No 321 (1).xlsx,Bill 321 - HR
13,NE,Shree Shyam Building Material,HR,Sonipat,"Kharkhoda, Near Kitab Singh Hospital – Sonipat",,,OK,28.871006,76.921342,BRANDHUT – 03/01,,,,,06.01.2026,,,350,,Bill No 321 (1).xlsx,Bill 321 - HR
14,NE,C.H. Steel,HR,Sonipat,"Sankhol, Bahadurgarh – Jhajjar",,,OK,28.705146,76.905219,BRANDHUT - 04/01,,,,,06.01.2026,,,315,,Bill No 321 (1).xlsx,Bill 321 - HR
15,NE,Shree Bala Ji Iron Store,HR,Jhajjar,"Yadav Colony, Bahadurgarh - Jhajjar",,,OK,28.594426,76.659828,BRANDHUT -05\01,,,,,08..01.2026,,,544.5,,Bill No 321 (1).xlsx,Bill 321 - HR
16,NE,City Builder,HR,Rohtak,"Near Petrol Pump, Old Anaj Mandi – Rohtak",,,OK,28.923211,76.62412,BRANDHUT- 06/01,,,,,09.01.2026,,,66,,Bill No 321 (1).xlsx,Bill 321 - HR
17,NE,Naveen Trading Company,HR,Rohtak,Near Patrol Pamp old Anja Mandir – Rohtak,,,OK,28.885269,76.566734,BRANDHUT- 07/01,,,,,09.01.2026,,,750,,Bill No 321 (1).xlsx,Bill 321 - HR
18,NE,Shri Krishna Builders & Steel,HR,Rohtak,Oppste Siwach Sanjeevni Hospital - Rohtak,,,OK,28.916829,76.594048,BRANDHUT-08/01,,,,,10.01.2026,,,575,,Bill No 321 (1).xlsx,Bill 321 - HR
19,NE,Shri Shyam Enterprises,HR,Rohtak,"Bhagotipur- Plot No. 34,35 killa Near, Jio Patrol Pamp - Rohtak",,,OK,28.981088,76.526522,BRANDHUT- 09/01,,,,,11.01.2026,,,553,,Bill No 321 (1).xlsx,Bill 321 - HR
20,NE,Gupta Trading Company,HR,Rohtak,"Sampla, Garhi Mod - Rohtak",,,OK,28.765604,76.7640412,BRANDHUT- 10/01,,,,,12.01.2026,,,506,,Bill No 321 (1).xlsx,Bill 321 - HR
21,SE,Sharma Traders,HR,Gurugram,Farukh Nagar – Gurugram,,,OK,28.460686,76.833646,BRANDHUT – 11/01,,,,,13.01.2026,,,857.5,,Bill No 321 (1).xlsx,Bill 321 - HR
22,East,Krishna Steel,HR,Faridabad,"Opp. Lakhani Chowk, Main Road – Faridabad",,,OK,28.355762,77.29982,BRANDHUT – 12/01,Shutter,,,,16.01.2026,,,378,,Bill No 321 (1).xlsx,Bill 321 - HR
23,East,Delhi Steel,HR,Faridabad,"60 Fit Road, Sector – 23 – Faridabad",,,OK,28.35598,77.299867,BRANDHUT – 13/01,Shutter,,,,16.01.2026,,,1020,,Bill No 321 (1).xlsx,Bill 321 - HR
24,East,Preeti Tradelink Pvt. Ltd.,HR,Faridabad,"Kartik Vihar, Sector – 21C – Faridabad",,,OK,28.430721,77.305322,BRANDHUT – 14/01,Shutter,,,,17.01.2026,,,802.5,,Bill No 321 (1).xlsx,Bill 321 - HR
25,SE,Aggarwal Building Material Store,HR,Palwal,"Hodal Rural, Hodal – Palwal",,,OK,27.886764,77.374645,BRANDHUT – 15/01,Shutter,,,,19.01.2026,,,450,,Bill No 321 (1).xlsx,Bill 321 - HR
26,SE,Yadav Iron Store,HR,Rewari,Durga Colony – Rewari,,,OK,28.193976,76.635477,BRANDHUT -16/01,,,,,20.01.2026,,,501.5,,Bill No 321 (1).xlsx,Bill 321 - HR
27,South,Prashant Trading Company,HR,Mahendragarh,"Ateli Mandi, Khor – Mahendragarh",,,OK,28.106111,76.259813,BRANDHUT – 17/01,,,,,21.01.2026,,,288,,Bill No 321 (1).xlsx,Bill 321 - HR
28,South,Bansal Iron Store,HR,Mahendragarh,"Mahendragarh to Dadri Road, Kharkhara – Mahendragarh",,,OK,28.399587,76.131917,BRANDHUT – 18/01,,,,,22.02.2026,,,1326,,Bill No 321 (1).xlsx,Bill 321 - HR
29,South,Shree Shyam Trading Company,HR,Bhiwani,Bawani Khera – Bhiwani,,,OK,28.950369,76.045141,BRANDHUT – 19/01,,,,,23.01.2026,,,1083,,Bill No 321 (1).xlsx,Bill 321 - HR
30,West,Pal Cement & Steel Pvt. Ltd.,HR,Hisar,Mirzapurpur Road – Hisar,,,OK,29.171879,75.770744,BRANDHUT – 20/01,,,,,24.01.2026,,,324,,Bill No 321 (1).xlsx,Bill 321 - HR
31,West,Dharmveer Timber & Steel Traders,HR,Hisar,Barwala – Hisar,,,OK,29.357804,75.890218,BRANDHUT – 21/01,,,,,27.01.2026,,,1680,,Bill No 321 (1).xlsx,Bill 321 - HR
32,West,Shree Salasar Trading Company,HR,Hisar,Barwala – Hisar,,,OK,29.357864,75.89002,BRANDHUT – 22/01,,,,,27.01.2026,,,1743,,Bill No 321 (1).xlsx,Bill 321 - HR
33,North,Om Prakash Building Material,HR,Jind,Pilu Khera – Jind,,,OK,29.356408,76.491645,BRANDHUT – 23/01,Shutter,,,,28.01.2026,,,912,,Bill No 321 (1).xlsx,Bill 321 - HR
,,s,,,,,,OK,29.356641,76.491596,BRANDHUT – 23/02,,,,,28.01.2026,,,432,,Bill No 321 (1).xlsx,Bill 321 - HR
34,North,Naveen Kumar Pradeep Kumar,HR,Kaithal,Pundri – Kaithal,,,OK,29.770448,76.566881,BRANDHUT – 24/01,Shutter,,,,30.01.2026,,,1616,,Bill No 321 (1).xlsx,Bill 321 - HR
